Monthly_Inflow,Monthly_Outflow,Gst_compliance_score,Ecommerce_sales,Supplier_payments,Invoice_issued,Invoice_amount,Employee_count,Asset_value,Business_age,Business_size,Credit_score
34807.78,22304.86,69.75,17321.96,13824.63,20,1801.27,43,127702.83,8,small,586.233811905953
42015.11,11891.27,72.73,10105.19,5955.9,25,1701.87,46,64516.34,6,small,597.7968134067033
16984.72,8001.58,57.05,3428.39,5871.73,13,1362.4,20,51729.25,4,small,514.0128164082041
29471.97,15477.8,61.65,4236.4,9893.79,19,1500.34,33,65084.17,5,small,540.9758179089545
42103.19,22913.11,68.95,4036.28,11073.39,28,1417.08,36,281413.58,8,small,587.2868134067033
42192.85,27292.38,64.94,10583.11,18438.54,26,1681.9,36,119923.88,6,small,557.9598149074537
81211.34,23930.11,75.71,13689.89,11180.41,47,1721.26,58,342830.72,11,medium,703.8598149074537
58412.84,22765.76,80.09,16201.95,12559.14,33,1699.58,57,163365.98,12,medium,684.5928164082042
50515.57,17620.88,73.0,27817.13,10193.21,29,1679.08,49,129798.08,10,small,621.9658179089545
2798.0,2531.63,35.55,27.98,1821.99,6,494.25,1,12475.76,0,micro,356.91979989994996
44250.34,21693.21,60.91,5904.91,15246.89,27,1525.45,38,75164.15,8,small,551.7228164082042
84318.4,23936.57,79.55,34387.87,13528.22,45,1898.72,61,224257.5,11,medium,717.5188194097049
3713.46,3126.99,39.37,337.15,1962.97,7,587.96,1,14920.65,0,micro,390.48280140070034
16562.49,7650.17,51.4,1031.62,5033.27,14,1130.45,17,57619.21,3,small,509.25877438719357
17105.2,11363.34,54.97,6930.08,8410.09,12,1377.02,17,38325.74,1,small,485.661775887944
20444.85,15972.45,64.0,4710.41,10060.76,19,1106.18,17,45274.25,4,small,514.1388194097049
7414.54,5192.56,56.18,697.66,3780.82,10,768.05,23,44034.57,5,small,475.8847773886943
11767.98,6691.84,63.45,4480.58,3920.36,16,735.92,25,54893.45,6,small,525.8818209104552
10313.53,7860.28,50.26,1454.02,5075.27,8,1334.78,16,25030.91,5,small,467.8577788894447
80850.0,17905.07,72.15,47875.85,8815.98,43,1826.57,56,173206.93,9,medium,707.0118209104552
20041.64,12846.37,51.08,1290.0,7085.68,15,1382.81,20,72900.6,3,small,498.9307803901951
19475.45,11148.9,62.59,4774.91,6196.57,15,1215.3,34,71862.56,8,small,542.6948224112056
31101.55,16478.78,68.67,4666.42,11837.8,17,1878.08,37,42693.27,4,small,536.2978239119559
11325.5,6535.6,46.54,113.25,3913.19,9,1210.76,1,16166.48,0,micro,414.9758029014507
12673.18,8532.49,53.44,4596.44,5294.51,8,1564.84,16,63365.68,6,small,510.0937818909454
33218.05,10031.05,71.7,14565.29,6274.52,17,1986.98,45,227886.81,5,small,632.6248224112056
9224.79,6898.28,47.09,1756.83,4053.62,8,1145.72,10,25161.85,1,small,457.9088044022011
59771.51,26937.85,70.71,10763.88,18265.96,34,1800.13,47,202160.61,9,small,607.4078239119559
19438.7,9860.39,59.87,7863.8,6511.53,14,1224.09,18,21332.3,4,small,505.6567833916958
34155.21,11264.89,68.81,10015.62,6405.97,23,1481.87,38,90584.57,6,small,577.6258179089544
22530.27,15638.63,61.21,5665.1,9956.28,15,1501.19,24,28657.09,0,small,498.2197848924462
41049.0,24387.4,63.1,18564.59,11986.61,24,1740.67,42,175075.57,7,small,584.3488194097049
4806.21,3296.34,44.12,547.83,2628.21,12,419.71,1,10509.41,0,micro,404.95180590295143
16585.99,12614.45,53.74,2745.45,7754.04,14,1139.15,15,22503.59,5,small,471.31278639319663
9547.95,4804.11,47.82,356.61,2727.64,7,1450.19,10,39398.34,2,small,480.085787893947
123242.35,34647.59,91.37,56513.04,18087.95,66,1898.63,73,394744.07,13,medium,773.2908254127063
42534.03,13710.74,66.1,6893.21,7912.38,23,1832.98,49,89378.59,11,small,595.6518209104552
39917.44,25547.2,69.5,10172.28,14827.47,23,1649.4,41,70788.72,7,small,555.2748224112056
30132.27,10098.54,62.02,5466.88,6313.89,18,1650.14,34,101203.06,4,small,569.0778239119559
11224.79,8706.25,56.87,2890.35,4594.82,11,1031.8,16,22473.68,3,small,480.1887893946974
27412.13,11413.42,63.05,3843.54,5773.54,18,1564.34,37,74416.25,8,small,560.5508254127063
43859.0,21660.3,66.08,18183.62,12594.66,26,1648.88,48,97446.6,4,small,580.4138269134568
47960.2,21512.64,67.47,18266.13,14191.7,31,1503.15,43,62936.55,6,small,570.9468284142071
46355.66,28217.45,62.96,11347.66,18772.64,27,1642.56,35,89110.81,7,small,550.7298299149576
24268.83,7495.57,62.86,8347.93,3770.8,21,1214.97,36,131400.56,7,small,595.4028314157079
4871.24,4093.27,42.46,1026.41,3197.73,6,785.96,4,10995.32,2,micro,406.22480740370185
4434.97,3676.53,41.5,453.3,3029.45,8,553.35,1,12604.91,0,micro,387.9878089044522
24933.38,9576.4,64.6,7217.92,4680.65,19,1334.45,33,186669.02,6,small,595.9558329164582
19230.79,13393.61,61.46,5119.35,9916.75,17,1086.69,32,85165.68,6,small,525.5008254127064
3825.97,3169.87,34.72,615.69,2165.77,3,1312.35,1,7205.91,0,micro,385.77081040520255
9924.03,7974.89,54.02,881.95,5933.22,11,880.14,11,40788.37,1,small,472.40179089544773
6469.22,4882.86,52.72,64.69,3513.42,5,1327.86,3,20858.88,1,micro,413.28381190595303
55310.93,19370.07,92.98,13939.06,10393.8,34,1732.41,61,213446.08,12,medium,717.4638269134567
115955.52,43105.23,84.8,78156.52,17637.64,58,1994.83,71,575016.72,15,medium,762.2268284142071
17787.08,11352.47,49.23,2697.63,6141.51,14,1303.84,20,39855.16,4,small,484.1647923961981
5140.23,4137.04,42.15,683.12,3387.19,5,1039.51,1,19233.62,0,micro,411.2968134067034
26087.31,9811.2,56.24,11780.09,5729.44,20,1331.21,32,38785.75,6,small,539.0338269134568
9777.17,4742.67,49.33,1227.75,2781.76,8,1089.74,2,25127.53,0,micro,454.42981490745376
23643.44,11946.5,60.39,7862.69,7642.79,15,1517.29,31,52791.25,5,small,532.9268284142071
3893.54,3115.45,37.74,601.38,2329.85,8,419.09,1,6992.46,0,micro,382.9128164082041
25215.57,15269.02,62.22,1868.79,7951.68,14,1818.69,32,54871.03,6,small,522.4098299149575
19597.75,10329.09,55.67,7743.43,6421.65,17,1147.03,29,43236.74,5,small,519.2328314157079
31720.2,10942.8,74.43,14993.7,6466.96,19,1565.27,43,91599.34,6,small,599.9098299149575
42619.36,23010.12,61.86,8667.74,12849.54,29,1464.91,38,148695.37,1,small,549.8158329164582
10496.36,8682.15,51.2,2203.52,5030.41,9,1165.0,8,29954.63,4,small,459.2358179089545
101613.51,36120.69,84.23,53562.6,15240.68,56,1793.89,69,647931.35,11,medium,757.4028314157079
14407.64,11560.0,46.11,2980.16,7435.87,13,1091.4,16,32337.76,0,small,459.7488194097049
20636.04,10537.1,54.21,7173.38,6368.81,15,1331.0,21,41206.4,3,small,511.24779389694845
51609.21,34050.15,67.27,8733.1,18116.22,27,1967.71,38,105207.57,5,small,564.4188344172086
19852.72,14917.89,63.42,1827.19,7807.27,13,1506.91,25,89388.17,5,small,521.2888344172086
43196.23,20533.47,65.92,9729.15,14458.22,27,1620.06,40,71529.43,9,small,571.981835917959
37328.06,14147.42,76.65,6182.66,9718.96,24,1605.61,50,112516.52,7,small,604.7058329164582
6660.48,3996.45,48.16,303.23,2744.06,11,596.71,9,27599.27,3,small,451.9818209104552
20079.0,15877.68,55.31,3194.04,12058.48,11,1825.93,7,38171.75,3,small,465.1948224112056
4938.8,2681.82,37.85,49.39,1895.07,5,937.43,1,20498.59,1,micro,399.497823911956
5565.88,3077.04,44.79,1340.4,2244.3,6,940.93,1,9655.28,0,micro,409.6908254127064
19640.48,8371.51,64.6,3080.22,5837.36,14,1349.65,37,115247.79,6,small,562.9148374187093
14520.02,5926.7,48.61,6617.01,3979.9,12,1244.7,18,31893.23,4,small,507.68079539769883
15806.3,9567.39,48.71,6442.99,6586.95,12,1289.3,13,38924.05,2,small,500.9937968984492
15798.72,11839.75,59.74,6707.85,7555.98,13,1128.34,20,36849.92,4,small,500.9767983991996
22614.78,6782.01,73.72,7631.02,3899.35,16,1338.69,40,79523.9,11,small,597.4288344172086
19137.04,14282.96,53.02,3189.59,9180.17,13,1505.95,21,50268.89,3,small,489.98979989994996
20571.56,13411.93,64.23,7811.44,9598.71,14,1575.58,36,78074.42,6,small,542.051835917959
18732.0,10456.18,54.36,8264.56,7170.85,12,1604.18,25,71483.21,4,small,519.1448374187094
23329.87,12212.84,66.51,1930.96,7960.96,14,1653.16,31,88683.02,5,small,540.6278389194598
89828.15,35281.18,76.16,19784.06,17996.2,52,1773.75,49,111986.27,9,small,625.751835917959
7246.53,4792.62,41.49,202.69,3486.83,8,928.97,1,17149.26,0,micro,405.8638269134567
57293.64,21722.7,72.58,29588.55,10923.51,37,1544.22,54,355976.02,7,medium,687.6048374187093
6273.8,5363.11,39.65,62.74,3490.66,8,744.63,1,14125.62,1,micro,379.0268284142071
5053.19,4095.7,37.02,812.77,3362.5,4,1317.68,1,8027.9,0,micro,395.0798299149575
37069.71,23004.84,78.12,20786.91,13542.63,24,1601.93,49,187090.47,11,small,608.7778389194598
8778.75,5718.46,47.0,2489.75,4193.05,8,1059.94,2,30569.76,0,micro,440.6928314157078
78425.09,46305.91,75.36,41706.26,25435.44,46,1753.38,52,139930.26,10,medium,649.74084042021
27976.92,15146.48,61.61,6452.19,9542.86,20,1378.21,30,43907.43,3,small,531.3908404202101
12538.77,4898.98,50.47,5659.08,3637.04,11,1190.45,22,37605.17,2,small,506.15280140070035
9910.44,5056.48,51.48,2844.71,3633.52,7,1377.57,13,34168.38,4,small,493.2358029014507
83657.86,20261.45,79.06,35587.32,10039.49,44,1880.25,65,515252.18,7,medium,745.1638419209605
6363.22,4315.14,46.62,1059.1,3109.1,7,935.86,1,24944.69,0,micro,443.83583291645823
124439.02,39110.6,90.18,47259.04,17772.13,69,1850.36,73,535317.73,11,medium,774.1168434217108
12675.48,7595.63,56.55,4864.74,5792.84,10,1321.69,15,32661.33,5,small,501.0588044022011
48510.21,16332.66,79.41,22282.45,10748.33,28,1763.57,52,112762.1,11,medium,677.3598449224612
85332.0,50447.14,81.61,31179.33,34358.58,45,1943.26,55,120005.22,7,medium,651.2628464232116
11395.81,8801.75,47.84,732.17,5084.53,11,1082.4,14,19159.95,0,small,443.0888344172086
56973.25,13398.82,78.63,34776.95,7784.07,33,1854.02,55,171429.33,8,medium,703.145847923962
55462.57,16781.24,68.8,14679.95,8601.08,33,1764.56,40,54713.24,3,small,582.9878389194597
43847.69,29381.47,65.9,16521.15,17760.51,24,1811.28,35,77435.7,4,small,555.5608404202101
16777.97,10532.14,62.32,7843.38,6668.73,13,1337.7,32,67434.66,2,small,531.6238419209606
2142.39,2035.27,29.21,21.42,1473.88,4,597.56,1,5429.57,0,micro,336.61183591795896
14732.78,7411.28,58.92,1585.4,4149.94,14,1058.37,19,50299.63,5,small,513.0468434217108
6009.58,4525.6,33.85,1021.49,3221.01,7,831.49,1,8214.75,0,micro,387.1848374187093
11539.58,9131.18,54.76,1236.0,5640.49,15,767.62,16,15742.74,0,small,446.7378389194597
18255.68,12087.01,52.48,1936.83,8691.91,14,1356.18,20,74044.85,3,small,500.70180590295143
3653.61,2791.54,29.61,341.97,2140.95,8,388.53,1,5082.13,0,micro,353.92084042021014
20835.08,11252.04,68.36,10423.84,6250.82,13,1561.48,34,41525.88,5,small,554.1338419209605
17662.71,9220.51,58.55,1902.42,5694.61,11,1681.63,24,49587.64,4,small,515.8198449224612
24093.03,15831.91,53.31,9333.53,11115.32,13,1789.69,26,40307.34,4,small,511.48480740370184
5384.27,2874.86,36.1,53.84,2172.67,6,909.16,1,15393.21,0,micro,400.0038419209605
7344.56,3913.31,38.85,1764.94,3150.53,10,657.74,1,13533.15,0,micro,412.9768434217109
96698.0,32349.05,82.0,50508.12,20117.2,54,1765.77,60,317201.18,11,medium,723.1488494247124
59023.49,24824.34,82.31,10503.59,12629.96,42,1366.6,59,187244.12,9,medium,678.9818509254627
66492.89,20663.3,78.22,15643.94,12517.35,40,1607.59,55,244426.6,11,medium,696.6448524262131
57920.05,31649.92,77.1,8535.46,18457.4,32,1685.3,50,362531.06,10,small,623.0278539269635
91690.36,45228.67,82.22,44981.58,25739.59,50,1814.38,56,275820.17,9,medium,692.0108554277139
80986.84,21844.53,77.47,21092.38,9060.64,46,1683.58,66,262583.25,14,medium,720.8738569284642
4471.31,2623.48,47.78,113.22,2057.66,6,790.94,1,5682.65,0,micro,394.00984492246124
9056.11,6620.16,32.9,1251.02,3903.02,11,857.86,1,28680.84,4,micro,416.3428464232116
32883.98,20893.64,72.01,7529.37,12911.42,21,1539.96,44,146336.32,7,small,578.7468434217108
53473.23,27407.33,72.93,10971.24,17227.74,28,1874.15,40,100385.42,8,small,586.8598449224612
24989.61,18500.21,62.22,2582.27,13638.33,14,1740.25,30,31477.99,6,small,506.4578089044522
23568.3,15341.04,62.39,11008.74,7943.04,17,1428.11,31,116625.74,3,small,548.4028464232116
78978.57,28375.94,77.55,33759.39,12950.6,43,1841.29,43,107366.25,13,small,630.8068584292147
6167.6,4385.17,42.45,339.67,3592.31,5,1168.29,1,37127.39,0,micro,423.455847923962
12279.86,8034.67,50.03,3586.33,4719.94,12,1010.42,18,21833.9,3,small,478.63081040520257
8918.99,7364.56,45.28,89.19,5154.84,11,870.32,8,32112.45,3,small,437.09884942471234
68712.51,31825.69,77.17,24890.02,17679.07,35,2006.97,48,154323.89,10,small,624.9998599299649
19005.07,7928.99,56.02,2224.67,4305.67,15,1251.42,22,33758.59,1,small,518.335847923962
41168.62,13892.34,62.32,8121.5,8224.84,27,1572.49,33,98813.58,10,small,576.7628464232116
13524.63,6944.54,58.63,5231.87,4610.78,12,1181.56,26,68531.7,1,small,534.9488494247123
25230.69,14500.31,68.3,7924.14,8942.94,16,1642.24,41,79613.13,8,small,562.935847923962
187976.84,91451.62,86.47,114580.99,37937.0,98,1935.09,71,269168.31,13,medium,740.5728614307154
24288.89,14225.89,63.53,8781.34,7823.67,20,1270.08,35,89555.65,5,small,559.5588494247123
4558.55,3178.44,47.14,918.7,2391.79,4,1089.57,1,26733.66,0,micro,431.2318509254627
8234.31,6217.5,53.93,1469.83,4808.58,7,1198.46,1,13916.39,0,micro,439.2348524262131
8829.91,7628.11,44.31,1035.63,4740.43,9,1003.52,1,27882.41,1,micro,427.78785392696346
38363.13,12738.26,68.17,18288.48,5961.5,27,1310.06,49,68384.02,11,small,595.7918509254628
10470.46,7356.39,57.12,836.26,5388.29,11,933.93,19,56803.08,1,small,480.87381190595295
10454.87,5628.59,61.24,580.68,3962.26,12,813.54,15,39246.94,0,small,492.3568134067034
11953.11,7355.36,52.6,3586.09,4859.29,9,1303.61,19,59072.47,7,small,507.0398149074538
44302.04,25529.18,67.74,23817.07,12249.39,28,1569.89,36,99178.8,7,small,565.1748524262131
23400.06,17439.17,56.99,9388.52,9805.27,19,1261.01,25,55746.3,6,small,516.9718509254627
30467.98,12304.91,76.2,11732.15,6604.96,16,1904.13,41,162086.95,9,small,616.0058629314657
28710.5,14089.4,65.67,4047.36,9044.02,20,1520.7,38,73057.9,9,small,561.6178539269634
23722.67,13837.38,63.62,8147.31,8609.17,20,1060.17,29,41741.4,6,small,522.214852426213
42570.48,19724.02,67.62,17441.48,10882.02,25,1747.3,39,138972.68,7,small,596.8888644322161
10504.85,5803.4,57.5,4297.5,4047.9,13,784.89,22,43506.48,7,small,515.1378539269634
36993.13,15809.75,60.82,16480.49,9663.04,23,1559.47,31,62021.91,7,small,545.7108554277139
22467.4,15847.82,56.52,6675.35,10838.54,17,1337.8,22,66011.76,7,small,520.7638569284642
14921.0,10231.23,44.84,1809.5,7187.49,10,1489.95,15,22250.37,4,small,460.0608554277139
9529.32,5222.41,45.49,387.11,3036.67,9,1081.38,3,49640.13,0,micro,450.0438569284642
26122.97,17508.93,57.71,3652.12,9692.52,15,1716.43,22,56655.8,0,small,512.2728164082041
32100.46,18856.83,77.64,12831.49,12692.44,25,1199.72,48,132064.82,9,small,597.2618659329664
9469.68,4669.17,37.86,2754.54,3547.99,11,852.92,1,4735.8,0,micro,404.4168584292146
58790.35,34302.82,70.47,29838.06,19435.81,35,1670.74,41,151295.51,6,small,586.0608554277139
37284.31,22495.78,64.39,19367.31,16430.26,23,1551.83,35,47532.37,6,small,540.7468584292146
108040.7,29162.31,79.81,68552.48,15023.59,60,1770.11,65,211164.82,13,medium,728.7748674337168
20314.48,8851.03,54.72,2578.18,4553.46,14,1432.06,23,32620.17,7,small,515.5298599299649
28560.31,12610.91,59.38,12199.52,8406.02,18,1571.53,37,80927.74,5,small,559.9238569284643
8460.35,7220.4,50.81,885.12,5805.44,7,1248.59,5,23485.95,0,micro,417.03985992996496
27268.69,13326.67,69.75,5168.69,7160.75,18,1445.56,42,116056.02,8,small,577.3168584292147
26823.08,12233.97,63.73,14615.15,6994.6,22,1205.98,41,153034.63,7,small,580.069859929965
179028.86,84188.02,82.47,90911.97,45976.44,98,1884.0,73,302018.86,15,medium,745.8178689344672
20525.02,9184.62,67.34,2563.53,6563.79,11,1893.08,25,35020.99,8,small,528.5328614307153
15313.21,12285.99,49.21,1998.98,9188.83,16,958.73,16,68154.9,0,small,478.03581790895447
25923.9,17489.13,61.06,11161.87,11305.66,20,1413.65,33,74957.62,8,small,537.4658629314657
26232.52,11154.96,60.22,8039.53,7373.21,17,1566.81,26,80393.85,7,small,551.6528614307153
21577.32,8180.21,58.01,5219.66,6069.2,16,1281.94,27,149540.62,5,small,562.0458629314658
10882.11,7693.26,53.34,1437.07,5596.49,6,1924.19,14,16966.25,0,small,463.3028614307153
21962.98,11073.0,50.71,7268.32,6632.72,19,1179.3,24,85451.35,6,small,533.6388644322161
52740.22,21111.85,74.28,20312.21,12145.64,32,1597.09,47,236465.8,8,small,628.7108704352177
17974.76,11395.07,56.76,842.27,7947.48,16,1135.07,17,71387.53,2,small,495.1888194097049
15834.3,5664.8,57.07,5299.77,3711.07,11,1555.88,25,51310.28,7,small,543.5218659329664
49863.96,28117.93,63.37,18107.76,18891.64,32,1502.54,45,110163.24,6,small,562.1688644322162
15180.9,6110.74,54.82,4857.0,3292.79,8,1905.21,28,75259.5,9,small,552.4618659329665
9404.9,5247.04,48.28,94.05,3633.47,9,1108.36,1,12212.82,1,micro,406.6558629314657
63984.88,35364.34,83.13,38235.94,16241.74,35,1820.38,56,104955.09,10,medium,668.243871935968
5852.11,4568.79,40.98,1203.61,3214.32,13,540.11,3,18727.32,0,micro,412.1988644322161
13268.85,6517.42,49.25,5377.35,4486.63,8,1606.43,8,23545.78,2,small,483.7218209104552
47040.11,21123.35,61.17,6888.75,11874.1,27,1706.1,34,93031.09,8,small,568.5548674337169
8119.18,6189.85,50.26,2800.48,4765.07,12,643.11,7,56065.28,0,small,471.8548224112056
14606.46,7973.68,42.87,4536.83,4637.69,12,1201.97,4,17939.91,0,micro,444.5818659329665
13797.08,6508.44,44.41,4849.07,3796.3,10,1359.06,13,22597.41,2,small,488.157823911956
20778.8,8013.02,64.59,4274.78,4936.3,19,1092.74,35,63106.18,8,small,556.9478689344672
17908.43,7097.49,57.52,4837.93,3554.07,14,1280.9,30,66320.7,8,small,545.7048674337169
24728.46,14974.08,54.13,5722.7,10187.16,21,1196.33,21,28433.83,3,small,498.9308254127063
105042.24,21008.45,76.7,67446.25,12152.25,57,1743.33,75,456944.6,16,medium,773.2468734367184
27317.25,8952.16,71.58,5955.2,4917.7,15,1882.46,38,182423.75,6,small,608.4598749374687
13074.24,6326.61,61.25,5348.63,4743.65,9,1477.34,25,43106.33,8,small,537.0378689344672
7637.34,5737.19,47.49,1432.52,3148.7,7,1103.62,9,42271.26,3,small,462.06486743371687
30029.87,13445.2,59.42,13520.27,8170.74,18,1676.86,30,39367.65,9,small,543.4708704352176
27347.73,11208.01,61.54,10329.05,6068.38,22,1265.19,37,95366.51,11,small,580.1808704352177
6031.54,3189.33,40.82,1656.05,2265.26,6,1020.7,1,6948.84,3,micro,419.98786893446726
40099.11,17951.0,72.44,18737.96,12174.96,26,1583.9,51,170932.79,14,medium,670.5228764382191
27433.08,17436.12,53.61,10539.24,10509.45,17,1561.44,29,41743.3,10,small,517.943871935968
23957.07,11828.28,59.63,8680.0,7235.93,14,1731.25,32,54972.28,6,small,545.4368734367184
32344.32,9505.15,70.59,6543.11,4456.23,21,1428.94,44,102514.78,7,small,606.0858779389695
18036.69,12118.83,54.01,7779.59,7781.52,13,1426.71,28,48684.41,5,small,507.2338269134567
8579.61,6842.11,48.06,3165.66,4678.55,7,1296.3,3,31088.73,3,micro,450.6408704352176
60930.76,19378.84,77.88,35758.35,11952.24,33,1873.17,53,190913.46,8,medium,692.8388794397199
76547.11,20199.05,80.16,22209.51,13578.59,44,1736.01,51,167450.89,8,medium,702.0918809404703
14187.54,10426.07,52.82,1547.35,7969.22,10,1432.87,12,28516.84,0,small,467.6468284142071
12020.01,6639.63,66.86,2293.15,3415.25,8,1525.02,26,69919.16,3,small,536.2798749374687
5253.02,3963.29,46.4,490.86,2540.14,12,498.23,1,13620.32,1,micro,409.473871935968
81295.43,45821.36,78.85,24589.38,25254.82,43,1925.29,63,261529.76,13,medium,690.8148824412206
18756.84,7228.49,62.5,7956.16,4868.77,14,1317.35,22,44063.04,6,small,534.7328764382191
32472.07,16315.69,64.35,4565.19,11263.57,21,1531.56,41,127013.23,7,small,566.483871935968
18403.87,13903.35,52.26,6362.48,10091.6,15,1208.79,18,22328.74,1,small,466.58687343671835
25903.71,15023.93,68.56,11693.52,7339.76,18,1455.51,38,95439.84,6,small,568.7268734367184
37052.81,21729.04,53.94,6584.19,11052.2,23,1625.62,34,72452.67,8,small,545.6458779389694
62924.29,16745.31,78.6,31315.16,10765.07,40,1547.26,57,319646.53,10,medium,720.2178839419711
8267.43,5747.15,39.17,3241.22,4108.21,6,1428.88,4,50760.08,0,micro,449.48987493746876
10252.65,5656.26,47.5,325.34,3581.88,16,587.7,2,25236.82,1,micro,435.1428764382191
18207.78,11232.35,56.46,3155.03,6331.48,15,1199.05,37,77104.17,4,small,526.5788794397199
19967.96,14281.44,56.02,9077.72,9773.59,15,1344.11,19,29372.1,3,small,498.67982991495745
19096.05,14627.68,58.93,2648.63,10445.25,15,1225.79,19,50681.73,5,small,496.4428314157078
7877.71,5042.49,50.58,78.78,2997.57,9,938.42,17,20062.21,1,small,436.0258779389695
22582.39,14447.03,62.4,6384.45,9324.56,16,1479.28,33,119759.26,3,small,547.1618809404703
8062.19,5076.07,45.63,1714.49,3085.3,9,959.48,12,78466.25,1,small,492.01583291645824
7729.75,4814.19,45.07,763.86,2683.9,4,1935.96,10,54255.31,4,small,479.7788344172086
16388.75,8657.63,63.77,5189.67,4724.26,13,1208.35,24,47520.69,4,small,533.1448824412206
1818.42,1727.5,35.93,18.18,1361.75,3,629.06,1,3232.37,0,micro,336.26887943971985
4547.44,3308.86,44.65,61.32,2596.37,9,514.02,5,14318.57,0,micro,386.98188094047026
23706.72,11923.99,58.92,12172.51,8769.12,17,1388.14,36,58345.11,5,small,532.277883941971
35276.81,14983.88,65.28,7054.48,10451.01,21,1679.13,42,191929.11,7,small,583.3398749374687
19173.5,10718.22,50.16,6553.73,6501.08,14,1321.47,20,57740.74,3,small,509.22183591795897
10888.74,4776.61,52.02,1461.2,2657.04,12,875.77,16,33241.77,5,small,493.3148374187093
10037.71,6048.03,53.63,1264.47,4576.17,9,1152.27,7,38878.17,0,small,476.5978389194597
16550.33,8871.48,56.32,3507.77,6305.75,13,1229.44,29,143603.04,9,small,540.7208854427214
20444.23,14226.1,53.2,2581.48,9105.51,17,1157.77,19,51883.73,4,small,495.62084042021013
6219.73,5098.79,34.01,1216.84,3671.13,5,1172.2,1,12523.31,0,micro,399.6948824412206
53459.44,27946.05,71.18,24645.57,16903.82,34,1601.51,51,164481.5,9,medium,645.4608854427214
89950.02,54257.08,70.11,51664.91,35459.71,49,1811.7,56,218700.59,10,medium,661.2938869434718
79557.58,40149.1,83.47,30004.08,24310.29,47,1657.22,61,164376.36,14,medium,685.6368884442221
56318.16,37237.67,64.37,15013.21,24483.42,31,1863.58,46,232170.2,11,small,576.2428764382191
20038.89,13258.13,55.49,8904.78,6942.8,15,1328.86,23,33966.11,7,small,513.3738869434718
34282.84,19291.34,63.44,3138.4,12701.95,27,1219.34,30,114461.61,7,small,549.7168884442221
10019.43,5424.66,51.39,652.39,3463.86,12,805.03,7,31627.72,2,small,471.6138419209605
3846.98,3138.81,34.77,38.47,2265.07,10,450.07,1,8080.89,0,micro,360.04788394197095
7246.33,5747.75,45.51,72.46,4037.9,8,924.98,7,22676.71,0,small,415.1808854427214
1849.77,1374.05,26.35,455.43,1029.96,4,421.6,1,4003.29,0,micro,358.5838869434717
11562.53,7322.12,60.31,1070.05,4635.99,7,1712.27,30,50967.29,3,small,518.5998899449726
20020.13,8433.55,56.77,1912.6,5991.43,16,1341.65,28,127949.29,9,small,548.7428914457229
63616.02,19287.86,83.83,30670.49,9353.0,35,1910.38,64,252223.39,15,medium,724.3698899449726
12138.47,7252.14,52.77,4793.34,5064.29,10,1252.63,24,26392.23,2,small,488.45684342171086
4506.67,3103.37,33.86,45.07,2497.68,5,853.31,1,9793.89,0,micro,373.2668884442221
16477.58,9460.22,46.99,2680.7,5995.34,14,1237.09,19,20963.05,0,small,470.0298449224612
24323.77,10864.35,59.84,2385.21,7314.78,14,1810.42,26,50445.56,3,small,525.3258929464732
34477.5,10136.12,76.23,11758.81,5922.31,19,1767.23,42,136917.41,6,small,621.2628914457229
20738.84,9256.07,63.96,2373.59,6175.29,14,1354.53,37,73912.99,7,small,553.1458779389694
54395.42,31438.28,69.42,26199.65,21216.37,29,1891.65,45,146270.6,7,small,587.2288794397199
35373.95,23127.82,64.93,12220.62,16485.17,24,1482.78,31,89500.09,7,small,549.7388944472236
30509.52,12641.07,67.26,11256.39,6962.71,18,1676.85,37,32854.09,5,small,552.4518809404703
7026.77,5186.29,40.37,1426.42,2994.24,8,856.96,9,27281.58,3,small,448.6398899449725
22553.18,9957.18,63.31,5982.8,7164.3,15,1507.61,28,63865.9,1,small,529.011895947974
37928.62,15001.41,59.36,13063.29,9929.95,18,2104.36,39,294957.38,4,small,584.3948824412206
23581.52,11786.2,67.66,7810.73,8225.35,15,1562.49,41,92685.0,9,small,589.527883941971
7850.98,5682.88,47.61,119.96,4305.41,7,1102.09,10,31583.04,5,small,440.9928914457228
97662.92,48148.75,80.78,54204.07,28859.59,51,1950.43,52,82505.49,10,medium,666.7158929464732
61615.67,22124.23,67.84,9145.53,10600.76,33,1829.61,43,143551.99,11,small,597.3088944472236
25630.94,10548.75,63.06,1583.18,6051.98,15,1809.69,27,22852.76,1,small,512.0928464232115
13426.69,5920.81,47.4,2405.31,3887.69,11,1173.2,16,49999.1,0,small,502.78584792396197
24722.83,13480.97,69.47,5530.46,9770.96,15,1672.87,29,92920.17,5,small,557.5008854427214
15014.7,6845.61,53.24,4187.11,4123.93,15,1028.55,17,72304.65,2,small,516.1948974487243
31914.01,11837.29,62.78,8697.94,7685.47,21,1520.8,38,51793.93,10,small,568.2538869434718
12841.42,7607.25,47.43,942.34,5695.82,13,1014.87,12,27491.58,0,small,456.3058929464732
11274.66,6433.62,54.67,1532.44,4380.31,7,1503.29,6,18919.31,2,small,475.7488494247124
5157.12,4475.89,42.38,1894.97,3650.37,9,491.89,1,16295.8,0,micro,402.82889444722366
69900.44,17095.12,73.3,12126.28,11254.5,39,1777.1,56,109146.19,11,medium,677.691895947974
18031.29,14064.26,61.97,2426.51,9618.6,18,991.06,20,41451.51,5,small,500.5418509254627
